"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"8922","KC TROPICO MINI MARKET","Suffolk","A",2018-05-14,"KC TROPICO MINI MARKET INC","165 D MONTAUK HWY","CENTER MORICHES","NY",11934,"","","165 D MONTAUK HWY
CENTER MORICHES, NY 11934
(40.800556, -72.784215)",17938
"8923","KCS CORNER MARKET","Essex","A",2018-03-27,"CURCIO KEITH","60 THE PORTAGE","TICONDEROGA","NY",12883,"","","60 THE PORTAGE
TICONDEROGA, NY 12883
(43.83597, -73.423673)",24205
"8924","KD FOOD MARKET","Kings","A",2019-01-23,"KIM DOK KOO","8502 21ST AVE","BROOKLYN","NY",11214,"","","8502 21ST AVE
BROOKLYN, NY 11214
(40.603796, -73.995524)",10813
"8925","KD HALLMARK","Columbia","A",2018-07-17,"KD CARDS INC","160 FAIRVIEW AVE","HUDSON","NY",12534,"","","160 FAIRVIEW AVE
HUDSON, NY 12534
(42.254905, -73.767353)",7169
"8926","KDA","Westchester","A",2018-03-29,"KDA INC","1770 E MAIN ST","MOHEGAN LAKE","NY",10547,"","","1770 E MAIN ST
MOHEGAN LAKE, NY 10547
(41.323488, -73.852563)",18572
"8927","KDA MINI MART","Kings","B",2019-02-11,"KDA MINI MART INC","711 MANHATTAN AVE","BROOKLYN","NY",11222,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","711 MANHATTAN AVE
BROOKLYN, NY 11222
(40.7258, -73.951959)",522
"8928","KEAP ST GOURMET DELI","Kings","A",2018-06-06,"KEAP ST GOURMET DELI CORP","332 KEAP ST","BROOKLYN","NY",11211,"","","332 KEAP ST
BROOKLYN, NY 11211
(40.70873, -73.954835)",11030
"8929","KEELA'S BEST BUY","Queens","A",2018-08-02,"KEELA'S BEST BUY INC","109-06 109-06 LIBERTY AVE","RICHMOND HILL","NY",11419,"","","109-06 109-06 LIBERTY AVE
RICHMOND HILL, NY 11419
(40.684122, -73.832717)",4503
"8930","KEENS CONVIENCE","Onondaga","A",2018-10-18,"MESSINEO ENTERPRISES INC","7245 STATE FAIR BLVD","SYRACUSE","NY",13209,"","","7245 STATE FAIR BLVD
SYRACUSE, NY 13209
(43.120684, -76.285883)",14724
"8931","KEESEVILLE PHARMACY","Essex","A",2018-09-24,"KEESEVILLE PHARMACY INC","1730 FRONT ST","KEESEVILLE","NY",12944,"","","1730 FRONT ST
KEESEVILLE, NY 12944
(44.504495, -73.48032)",8928
"8932","KEHILLA BUTCHER STORE","Kings","A",2018-10-17,"KEHILLA BUTCHER STORE CORP","1183 49TH ST","BROOKLYN","NY",11219,"","","1183 49TH ST
BROOKLYN, NY 11219
(40.636455, -73.994501)",10248
"8933","KEIRY DELI","Kings","A",2018-12-05,"KEIRY DELI CORP","483 RALPH AVE","BROOKLYN","NY",11233,"","","483 RALPH AVE
BROOKLYN, NY 11233
(40.672652, -73.922227)",10290
"8934","KEITA WEST AFRICAN MARK","Kings","A",2018-10-10,"KEITA WEST AFRICAN MARKET INC","1225 BROADWAY","BROOKLYN","NY",11221,"","","1225 BROADWAY
BROOKLYN, NY 11221
(40.691821, -73.926141)",10930
"8935","KEITHS CITGO & SON","Wyoming","A",2018-07-26,"NUGENT KEITH T","RT 19A #","PORTAGEVILLE","NY",14536,"","","",18490
"8936","KEL CHAI CORP","Westchester","A",2018-07-03,"KEL CHAI CORP","1104 WILMONT ROAD  #","SCARSDALE","NY",10583,"","","1104 WILMONT ROAD #
SCARSDALE, NY 10583
(40.983729, -73.777326)",18557
"8937","KELKENBERG FARM","Erie","A",2018-06-20,"KELKENBERG FARM OF CLARENCE LLC","9270 WOLCOTT RD","CLARENCE CENTER","NY",14032,"","","9270 WOLCOTT RD
CLARENCE CENTER, NY 14032
(43.057986, -78.64462)",7758
"8938","KELLY MEATS","Oneida","A",2018-07-10,"KELLY MEATS LLC","8937 BECKWITH RD","TABERG","NY",13471,"","","8937 BECKWITH RD
TABERG, NY 13471
(43.2944, -75.612679)",13976
"8939","KELLYS FARM MARKET","Monroe","A",2018-10-15,"KELLYS FARM MARKET INC","611 OLD WILDER RD","HILTON","NY",14468,"","","611 OLD WILDER RD
HILTON, NY 14468
(43.288337, -77.771242)",12750
"8940","KELLYS STHRN TIER TRDG","Allegany","A",2018-08-07,"KELLY BOBBY L&MYRTLE","10201 COUNTY RD 15","FILLMORE","NY",14735,"","","10201 COUNTY RD 15
FILLMORE, NY 14735
(42.444097, -78.014367)",3220
"8941","KELSY & BROTHERS DELI G","Queens","C",2019-03-06,"KELSY & BROTHERS DELI GROCERY COR","104-54 ROOSEVELT AVE","CORONA","NY",11368,"03D","- Handwash sink is not provided in the juice and smoothie preparation area.","104-54 ROOSEVELT AVE
CORONA, NY 11368
(40.750405, -73.85982)",23940
"8942","KENKEY HUT","Bronx","A",2018-08-20,"KANESHIE KENKEY HUT INC","2427 WEBSTER AVE #11","BRONX","NY",10458,"","","2427 WEBSTER AVE #11
BRONX, NY 10458
(40.859347, -73.8936)",5944
"8943","KENMORE FISH MARKET","Erie","A",2018-12-31,"3279 DELAWARE AVENUE LLC","3279 DELAWARE AVE  #","KENMORE","NY",14217,"","","3279 DELAWARE AVE #
KENMORE, NY 14217
(42.973584, -78.871384)",7673
"8944","KENMORE GULF MART","Erie","A",2018-06-06,"THIND STORES INC","877 MILITARY RD","KENMORE","NY",14217,"","","877 MILITARY RD
KENMORE, NY 14217
(42.9611, -78.888824)",8538
"8945","KENNEDY DELI","Bronx","A",2018-09-14,"KENNEDY DELI RESTAURANT CORP","302 W 231ST ST","BRONX","NY",10463,"","","302 W 231ST ST
BRONX, NY 10463
(40.880914, -73.908566)",6378
"8946","KENNEDY MEAT MARKET","Cattaraugus","A",2018-09-06,"LIVERMORE LAURA","280 RT 394","RANDOLPH","NY",14772,"","","280 RT 394
RANDOLPH, NY 14772
(42.167448, -78.996439)",3945
"8947","KENNEDY SUPER MARKET","Chautauqua","A",2018-04-25,"MEAD RJ INC","666 MAIN ST PO BOX 43","KENNEDY","NY",14747,"","","666 MAIN ST PO BOX 43
KENNEDY, NY 14747
(42.029189, -78.630179)",8393
"8948","KENNY 2 MINI MARKET","Queens","A",2019-03-08,"KENNY 2 MINI MARKET INC","80-16 101 AVE","OZONE PARK","NY",11416,"","","80-16 101 AVE
OZONE PARK, NY 11416
(40.680763, -73.858313)",1632
"8949","KENT FAMILY GROWERS","St. Lawrence","A",2018-06-18,"KENT MEGAN L","1301 COUNTY RTE 31","LISBON","NY",13658,"","","1301 COUNTY RTE 31
LISBON, NY 13658
(44.783877, -75.239837)",5323
"8950","KENWOOD COMMERCE","Queens","C",2019-03-12,"KENWOOD COMMERCE INC","46-31 SKILLMAN AVE","SUNNYSIDE","NY",11104,"03D","- Handwash sink in the food preparation area is not operational. The hot and cold water for the sink were turned off temporarily due to construction.","46-31 SKILLMAN AVE
SUNNYSIDE, NY 11104
(40.746537, -73.917724)",21897
"8951","KENYA & JADE MEXICAN ST","New York","A",2018-07-05,"KENYA & JADE MEXICAN STORE CORP","2301 1ST AVE","NEW YORK","NY",10035,"","","2301 1ST AVE
NEW YORK, NY 10035
(40.797601, -73.934238)",14384
"8952","KENYONS VARIETY","Erie","C",2019-03-12,"CRAFTS&CREATIONS INC","9700 TRANSIT RD","EAST AMHERST","NY",14051,"06B","Potentially hazardous foods are not stored at safe temperatures","9700 TRANSIT RD
EAST AMHERST, NY 14051
(43.033566, -78.696914)",22329
"8953","KEPPIS MINI MARKET","Kings","A",2018-11-14,"KEPPIS MINI MARKET CORP","2719 ATLANTIC AVENUE","BROOKLYN","NY",11207,"","","2719 ATLANTIC AVENUE
BROOKLYN, NY 11207
(40.676091, -73.893883)",10656
"8954","KERRIS KANDIES","Suffolk","A",2018-06-29,"KERRIS KANDIES INC","2160 RT 112","CORAM","NY",11727,"","","2160 RT 112
CORAM, NY 11727
(40.870756, -73.005364)",4998
"8955","KEUKA BREWING CO","Steuben","A",2018-08-10,"KEUKA BREWING CO LLC","8572 BRIGLIN RD","HAMMONDSPORT","NY",14840,"","","8572 BRIGLIN RD
HAMMONDSPORT, NY 14840
(42.486012, -77.19106)",17029
"8956","KEUKA CORNER CONVENIENC","Yates","A",2018-04-12,"BAILEY MARTIN&WONNETTA","3745 ITALY HILL RD","BRANCHPORT","NY",14418,"","","3745 ITALY HILL RD
BRANCHPORT, NY 14418
(42.598685, -77.154527)",18083
"8957","KEUKA LAKE COFFEE RSTRS","Yates","A",2018-06-08,"JAVA GOURMET INC","2808 ROUTE 54A","PENN YAN","NY",14527,"","","2808 ROUTE 54A
PENN YAN, NY 14527
(42.63273, -77.092238)",5109
"8958","KEV & J GROCERY","Kings","A",2018-08-17,"KEV & J GROCERY INC","1195 BUSHWICK AVE","BROOKLYN","NY",11221,"","","1195 BUSHWICK AVE
BROOKLYN, NY 11221
(40.688462, -73.916327)",10668
"8959","KEVINS GROCERY STORE","New York","A",2018-10-31,"KEVIN GROCERY STORE INC","339 E 110TH ST","NEW YORK","NY",10029,"","","339 E 110TH ST
NEW YORK, NY 10029
(40.792433, -73.938782)",13940
"8960","KEVINS KORNER SMOKE & V","Nassau","A",2018-08-06,"PRAMUKH 204 INC","204 BROADWAY","BETHPAGE","NY",11714,"","","204 BROADWAY
BETHPAGE, NY 11714
(40.737767, -73.479396)",12635
"8961","KEVS DELI","Suffolk","A",2018-09-14,"KEVS DELI INC","500 MEDFORD AVE #6","PATCHOGUE","NY",11772,"","","500 MEDFORD AVE #6
PATCHOGUE, NY 11772
(40.785732, -73.008905)",17698
"8962","KEY CONVENIENT MART","Onondaga","A",2019-03-13,"KEY CONVENIENT MART INC","1135 ERIE BLVD E","SYRACUSE","NY",13210,"","","1135 ERIE BLVD E
SYRACUSE, NY 13210
(43.050646, -76.132448)",27164
"8963","KEY FOOD","Kings","A",2019-02-22,"77 MEAT CORP","367 NOSTRAND AVE","BROOKLYN","NY",11216,"","","367 NOSTRAND AVE
BROOKLYN, NY 11216
(40.685631, -73.950622)",22953
"8964","KEY FOOD # 1533","New York","C",2019-02-01,"DANS SUPREME SUPERMARKETS INC","1175 3RD AVE","NEW YORK","NY",10065,"04F","- 1 live mouse was observed under the dumpster in the top floor dumpster room. 

 - Approximately 10-15 fresh appearing mouse droppings were noted to be present on the floor outside of the top floor dumspter room. 

 - Approximately 100-150 fresh appearing mouse droppings were noted to be present on the floor under the retail area rice display shelves.  

 No rodent defiled foods were found at the time of inspection.","1175 3RD AVE
NEW YORK, NY 10065
(40.767496, -73.962232)",22567
"8965","KEY FOOD #1428","Queens","A",2018-09-10,"RL FOOD CORP","116-34 QUEENS BLVD","FOREST HILLS","NY",11375,"","","116-34 QUEENS BLVD
FOREST HILLS, NY 11375
(40.715308, -73.832822)",5431
"8966","KEY FOOD #1462","Queens","A",2019-02-13,"RCR FOOD CORP","108-27 QUEENS BLVD","FOREST HILLS","NY",11375,"","","108-27 QUEENS BLVD
FOREST HILLS, NY 11375
(40.721205, -73.842922)",28300
"8967","KEY FOOD #1529 (ALBERTS","Nassau","A",2018-11-06,"DANS SUPREME SUPERMARKET INC","1050 WILLIS AVE","ALBERTSON","NY",11507,"","","1050 WILLIS AVE
ALBERTSON, NY 11507
(40.771662, -73.64894)",12329
"8968","KEY FOOD #1531 (MATTITU","Suffolk","A",2018-12-10,"DANS SUPREME SUPERMARKETS INC","10205 MAIN RD","MATTITUCK","NY",11952,"","","10205 MAIN RD
MATTITUCK, NY 11952
(40.985159, -72.538067)",16836
"8969","KEY FOOD #1712","Nassau","A",2018-06-19,"1080 LONG BEACH FOOD LLC","1080 W BEECH ST","LONG BEACH","NY",11561,"","","1080 W BEECH ST
LONG BEACH, NY 11561
(40.586011, -73.700455)",11992
"8970","KEY FOOD 1040","Queens","A",2018-08-13,"GEMSTONE SUPERMARKETS INC","61-50 SPRINGFIELD BLVD","OAKLAND GARDENS","NY",11364,"","","61-50 SPRINGFIELD BLVD
OAKLAND GARDENS, NY 11364
(40.747908, -73.756091)",4341
"8971","KEY FOOD 1046","Queens","A",2018-07-03,"GEMSTONE SUPERMARKETS INC","183-14 HILLSIDE AVE","JAMAICA","NY",11432,"","","183-14 HILLSIDE AVE
JAMAICA, NY 11432
(40.71392, -73.778343)",4680
"8972","KEY FOOD 1072","Kings","C",2019-03-13,"MATLYN FOODS INC","102 MONTAGUE ST","BROOKLYN","NY",11201,"04F","-  Over 400 fresh and old appearing mouse droppings are present in the basement area, including over 150-200 droppings in the meat and cheese walk-in cooler under shelves, 100+ in hot prep area under tables, and 100+ - in various ambient temperature storage areas throuout the basement. 

 - 30-40 fresh and old appearing mouse droppings are noted under the retail vegetable display between the display and the wall. 

 - 50+ old appearing mouse droppings were noted under various retail shelves behind the metal base guards.","102 MONTAGUE ST
BROOKLYN, NY 11201
(40.695085, -73.995366)",28026
"8973","KEY FOOD 1154","Kings","A",2019-01-10,"TAPPS SUPERMARKET INC","2245 GERRITSEN AVE","BROOKLYN","NY",11229,"","","2245 GERRITSEN AVE
BROOKLYN, NY 11229
(40.601039, -73.934263)",11491
"8974","KEY FOOD 1160","Kings","A",2018-04-13,"8772 MEAT CORP","8772 18TH AVE","BROOKLYN","NY",11214,"","","8772 18TH AVE
BROOKLYN, NY 11214
(40.603564, -74.006509)",9439
"8975","KEY FOOD 1206","Kings","A",2018-03-26,"200 MALCOLM X MEAT CORP","200 MALCOLM X BLVD","BROOKLYN","NY",11221,"","","200 MALCOLM X BLVD
BROOKLYN, NY 11221
(40.68662, -73.929797)",9764
"8976","KEY FOOD 1260","Kings","A",2018-08-02,"HAJAR INC","1905 NOSTRAND AVE","BROOKLYN","NY",11226,"","","1905 NOSTRAND AVE
BROOKLYN, NY 11226
(40.639203, -73.948338)",10503
"8977","KEY FOOD 1280","Kings","A",2018-06-05,"NEPTUNE FOOD CORP","505 NEPTUNE AVE","BROOKLYN","NY",11224,"","","505 NEPTUNE AVE
BROOKLYN, NY 11224
(40.579885, -73.972451)",10620
"8978","KEY FOOD 1290","Kings","A",2018-07-31,"AL-LID FOOD CORP","2326 NOSTRAND AVE","BROOKLYN","NY",11210,"","","2326 NOSTRAND AVE
BROOKLYN, NY 11210
(40.627874, -73.947083)",10015
"8979","KEY FOOD 1300","Queens","A",2018-05-16,"FIVE AND ONE FOOD STORES INC","213-22 JAMAICA AVE","QUEENS VILLAGE","NY",11428,"","","213-22 JAMAICA AVE
QUEENS VILLAGE, NY 11428
(40.716476, -73.74328)",4614
"8980","KEY FOOD 1310","Queens","A",2018-10-16,"FARM BOY MARKET INC","108-16 LIBERTY AVE","S RICHMOND HILL","NY",11419,"","","108-16 LIBERTY AVE
S RICHMOND HILL, NY 11419
(40.683827, -73.83347)",4403
"8981","KEY FOOD 1314","Kings","A",2018-07-12,"EMPIRE SUPERMARKET INC","1804 RALPH AVE","BROOKLYN","NY",11236,"","","1804 RALPH AVE
BROOKLYN, NY 11236
(40.63315, -73.918773)",9450
"8982","KEY FOOD 1360","Queens","C",2018-09-18,"700 FOOTHILL FOOD CO LLC","114-11 LEFFERTS BLVD","SOUTH OZONE PARK","NY",11420,"04F","-  20-30   fresh appearing mouse droppings are present on floor of the basment storage area.","114-11 LEFFERTS BLVD
SOUTH OZONE PARK, NY 11420
(40.678394, -73.820326)",21584
"8983","KEY FOOD 1368","Kings","A",2018-05-18,"EMPIRE SUPERMARKET INC","2066 ROCKAWAY PKWY","BROOKLYN","NY",11236,"","","2066 ROCKAWAY PKWY
BROOKLYN, NY 11236
(40.632675, -73.888569)",9700
"8984","KEY FOOD 1370","Kings","C",2018-11-28,"AMIS FOOD LLC","651 NOSTRAND AVE","BROOKLYN","NY",11216,"03D","- Working hand wash sinks are not provided anywhere in the establishment, including the meat and produce preparation areas and restrooms.","651 NOSTRAND AVE
BROOKLYN, NY 11216
(40.674823, -73.950028)",23622
"8985","KEY FOOD 1448","Queens","C",2019-01-02,"DYNASTY MEAT CORP","46-10 QUEENS BLVD","SUNNYSIDE","NY",11104,"03D","- Handwash sink in the produce preparation room is not operational. The cold water valve on the sink leaks and the cold water can only be adequately shut off with the shut off valve under the sink.","46-10 QUEENS BLVD
SUNNYSIDE, NY 11104
(40.742978, -73.918457)",26791
"8986","KEY FOOD 1454","Queens","A",2018-12-11,"FT 4620 FOOD CORP","46-20 108TH ST","CORONA","NY",11368,"","","46-20 108TH ST
CORONA, NY 11368
(40.746759, -73.856718)",4819
"8987","KEY FOOD 1482","Dutchess","A",2018-08-16,"ALAMEDA MEAT CORP","268 MAIN ST","BEACON","NY",12508,"","","268 MAIN ST
BEACON, NY 12508
(41.506057, -73.971758)",7815
"8988","KEY FOOD 15","Kings","A",2018-10-22,"PICK QUICK FOODS INC","7000 NEW UTRECHT AVE #","BROOKLYN","NY",11228,"","","7000 NEW UTRECHT AVE #
BROOKLYN, NY 11228
(40.619254, -73.998949)",10282
"8989","KEY FOOD 1504","Queens","A",2019-02-19,"DANS SUPREME SUPERMARKETS INC","153-55 CROSS ISLAND PKWY #","WHITESTONE","NY",11357,"","","153-55 CROSS ISLAND PKWY #
WHITESTONE, NY 11357
(40.78703, -73.809447)",23595
"8990","KEY FOOD 1508","Queens","A",2018-11-29,"DANS SUPREME SUPERMARKETS INC","214-14 73RD AVE #","BAYSIDE","NY",11364,"","","214-14 73RD AVE #
BAYSIDE, NY 11364
(40.740402, -73.759631)",4699
"8991","KEY FOOD 1511","Westchester","A",2019-01-22,"DANS SUPREME SUPERMARKETS INC","35 PLEASANTVILLE RD #","PLEASANTVILLE","NY",10570,"","","35 PLEASANTVILLE RD #
PLEASANTVILLE, NY 10570
(41.132948, -73.794929)",18725
"8992","KEY FOOD 1512","Richmond","A",2018-07-24,"DANS SUPREME SUPERMARKETS INC","450 FOREST AVE #","STATEN ISLAND","NY",10301,"","","450 FOREST AVE #
STATEN ISLAND, NY 10301
(40.630705, -74.104594)",17051
"8993","KEY FOOD 1514","Suffolk","A",2018-08-21,"DANS SUPREME SUPERMARKETS INC","66 INDIAN HEAD RD #","KINGS PARK","NY",11754,"","","66 INDIAN HEAD RD #
KINGS PARK, NY 11754
(40.881727, -73.253435)",17111
"8994","KEY FOOD 1515","Bronx","A",2018-12-14,"DANS SUPREME SUPERMARKETS INC","540 W 235TH ST #","BRONX","NY",10463,"","","540 W 235TH ST #
BRONX, NY 10463
(40.885567, -73.909489)",6476
"8995","KEY FOOD 16","Kings","A",2018-07-03,"PICK QUICK FOODS INC","4320 5TH AVE","BROOKLYN","NY",11232,"","","4320 5TH AVE
BROOKLYN, NY 11232
(40.648771, -74.006494)",11889
"8996","KEY FOOD 1648","Nassau","B",2018-05-04,"ALMONTE STREAM FOOD CORP","935 ROSEDALE RD","VALLEY STREAM","NY",11581,"08A","Potentially hazardous foods are being kept below 135°F during hot-holding (rare roast beef may be served at 130°F or above)","935 ROSEDALE RD
VALLEY STREAM, NY 11581
(40.652969, -73.723588)",2780
"8997","KEY FOOD 17","Kings","A",2018-12-17,"PICK QUICK FOODS INC","224 MCGUINNESS BLVD #","BROOKLYN","NY",11222,"","","224 MCGUINNESS BLVD #
BROOKLYN, NY 11222
(40.729963, -73.951125)",10487
"8998","KEY FOOD 1734","Richmond","A",2019-02-01,"155 MEAT CORP","155 BAY ST","STATEN ISLAND","NY",10301,"","","155 BAY ST
STATEN ISLAND, NY 10301
(40.638201, -74.075894)",15724
"8999","KEY FOOD 1940","Queens","C",2019-03-11,"JAR 259 FOOD CORP","259-01 UNION TPIKE","GLEN OAKS","NY",11004,"02A","-  The following food items, on retail area display shelves, were found to be rodent defiled with gnaw marks: 

  - Four, 2 lbs bags of Laxmi Rice flour 

  - One, 17.6oz bag of Nirapara podi (flour) 

  - One, 10oz bag of Wel Pac udon noodles 

  - Two, 16lbs bags of Friskies cat food 

 Products destroyed under signed waiver during inspection.","259-01 UNION TPIKE
GLEN OAKS, NY 11004
(40.746508, -73.713057)",23598
"9000","KEY FOOD 440","Kings","C",2018-10-31,"PICK QUICK FOODS INC","120 5TH AVE #","BROOKLYN","NY",11217,"02A","-34.92 pounds of assorted Betty Crocker cookie and pie crust mix, Assorted Hershey's, Brookside, Rittersport, and Dove chocolate products, Quaker products, Log Cabin pancake mix, Cheetos, Herr's, and Cape Cod chips, pretzels, and popcorn, Uncle Ben's and Carolina rice, Maruchan Ramen Noodle, Post Honey Bunches of Oats, and McCormick Grill Mates noted to be rodent defiled with  mouse droppings, gnaw marks, and shredded plastic/paper.   Product destroyed under signed waiver during inspection.</font> 

 -7.2 pounds of  Purina One Tender Selects Blend, Purina Beggin Strips, Purina Fancy Feast, and Purina Friskies Pate noted to be rodent defiled with  mouse droppings, gnaw marks, and shredded plastic/paper. Product destroyed under signed waiver during inspection.</font>","120 5TH AVE #
BROOKLYN, NY 11217
(40.67932, -73.978494)",27090
"9001","KEY FOOD 564","Queens","A",2019-02-28,"MANDELL FOOD STORES INC","32-21 NEWTOWN AVE","ASTORIA","NY",11102,"","","32-21 NEWTOWN AVE
ASTORIA, NY 11102
(40.766529, -73.920051)",24258
"9002","KEY FOOD 566","New York","A",2018-05-07,"MANDELL FOOD STORES INC","52 AVENUE A","NEW YORK","NY",10009,"","","52 AVENUE A
NEW YORK, NY 10009
(40.724059, -73.984987)",14391
"9003","KEY FOOD 600","Kings","A",2018-09-27,"TAPPS SUPERMARKET INC","575 GRAND ST","BROOKLYN","NY",11211,"","","575 GRAND ST
BROOKLYN, NY 11211
(40.711193, -73.948619)",12506
"9004","KEY FOOD 778","Queens","A",2019-01-22,"NAHRED SUPERMARKETS INC","225-01 MERRICK BLVD","LAURELTON","NY",11413,"","","225-01 MERRICK BLVD
LAURELTON, NY 11413
(40.677523, -73.744432)",4184
"9005","KEY FOOD 790","New York","A",2018-11-06,"GREAT WAY FOODS INC","4365 BROADWAY","NEW YORK","NY",10033,"","","4365 BROADWAY
NEW YORK, NY 10033
(40.853889, -73.93384)",13347
"9006","KEY FOOD FISH CONCESSIO","Nassau","A",2018-11-06,"C&W FISH CORP","1050 WILLIS AVE","ALBERTSON","NY",11507,"","","1050 WILLIS AVE
ALBERTSON, NY 11507
(40.771662, -73.64894)",12516
"9007","KEY FOOD FRESH","Richmond","A",2018-12-10,"BEST FOOD CORP OF NY","331-332 PORT RICHMOND AVE","STATEN ISLAND","NY",10302,"","","331-332 PORT RICHMOND AVE
STATEN ISLAND, NY 10302
(40.633592, -74.13636)",15550
"9008","KEY FOOD FRESH MARKET","New York","B",2019-03-12,"JANET FOOD CORP","2630 FREDERICK DOUGLASS BOULEVARD","NEW YORK","NY",10030,"04E","ERROR: #NAME?","2630 FREDERICK DOUGLASS BOULEVARD
NEW YORK, NY 10030
(40.820128, -73.943905)",23225
"9009","KEY FOOD MARKET PLACE","Nassau","A",2019-03-06,"AB SUPERMARKET INC","153 7TH ST","GARDEN CITY","NY",11530,"","","153 7TH ST
GARDEN CITY, NY 11530
(40.725021, -73.635411)",23798
"9010","KEY FOOD SUPERMARKET","Queens","C",2019-02-15,"42-15 FOOD CORP","42-15 30TH AVE","ASTORIA","NY",11103,"04F","- 20-40 fresh and old appearing mouse droppings are present on the floor surfaces to the right of the shelf containing cases of Blue Point brand toasted lager in the basement storage area.  No rodent defiled food found during inspection. 

 - 100-200 fresh and old appearing mouse droppings are present on floor surfaces behind boxes of documents and office supplies in the office station in the basement storage area.","42-15 30TH AVE
ASTORIA, NY 11103
(40.762875, -73.912832)",27805
"9011","KEY FOODS","Bronx","A",2019-01-14,"MK FOOD CORP","1535 UNIONPORT RD","BRONX","NY",10462,"","","1535 UNIONPORT RD
BRONX, NY 10462
(40.836843, -73.8574)",7055
"9012","KEYFOOD","Westchester","A",2019-03-04,"NEPPERHAN FARMS LLC","1233 NEPPERHAN AVE","YONKERS","NY",10703,"","","1233 NEPPERHAN AVE
YONKERS, NY 10703
(40.965686, -73.872391)",19749
"9013","KEYLA DELI","Nassau","A",2018-12-06,"KEYLA DELI INC","113 N FRANKLIN ST #","HEMPSTEAD","NY",11550,"","","113 N FRANKLIN ST #
HEMPSTEAD, NY 11550
(40.709424, -73.6277)",13118
"9014","KEYSTONE MANAGEMENT","Kings","C",2018-08-02,"KEYSTONE MANAGEMENT INC","89 LAFAYETTE AVE","BROOKLYN","NY",11217,"04F","-10-20  fresh/old appearing intermingled mouse droppings are present in the back storage area. 

 -10-20  fresh/old appearing intermingled mouse droppings are noted on the shelves and floor in the deli food preparation area.","89 LAFAYETTE AVE
BROOKLYN, NY 11217
(40.687171, -73.974797)",27074
"9015","KH GROCERY","Kings","A",2018-05-10,"KIM KI HWANG","672 6TH AVE","BROOKLYN","NY",11215,"","","672 6TH AVE
BROOKLYN, NY 11215
(40.660477, -73.990731)",11016
"9016","KHAAMAR BAARI","Queens","A",2018-04-12,"KHAAMAR BAARI CORP","37-16 73RD ST","JACKSON HEIGHTS","NY",11372,"","","37-16 73RD ST
JACKSON HEIGHTS, NY 11372
(40.747766, -73.89252)",4482
"9017","KHABRA","Niagara","A",2018-06-27,"KHABRA INC","274 WALNUT ST","LOCKPORT","NY",14094,"","","274 WALNUT ST
LOCKPORT, NY 14094
(43.170269, -78.685753)",14602
"9018","KHAN DELI & GROCERY","Bronx","A",2018-07-27,"KHAN DELI & GROCERY INC","353 E 151ST STREET","BRONX","NY",10451,"","","353 E 151ST STREET
BRONX, NY 10451
(40.817909, -73.91869)",7444
"9019","KHASKY FOODS","Kings","A",2018-09-20,"SERVEWELL FOODS INC","429 AVENUE U","BROOKLYN","NY",11223,"","","429 AVENUE U
BROOKLYN, NY 11223
(40.59754, -73.968184)",10407
"9020","KHATARI 1 DISCOUNT","Kings","A",2018-03-26,"KHATARI 1 DISCOUNT STORE INC","971 FULTON ST","BROOKLYN","NY",11238,"","","971 FULTON ST
BROOKLYN, NY 11238
(40.682952, -73.964355)",10841
"9021","KHH FOOD","Kings","A",2018-04-30,"KHH FOOD CORP","252 5TH AVE","BROOKLYN","NY",11215,"","","252 5TH AVE
BROOKLYN, NY 11215
(40.675014, -73.981432)",10644
"9022","KHIMS MILLENNIUM MARKET","Kings","B",2019-03-01,"KHIMS ORGANIC IV INC","111 LAWRENCE ST","BROOKLYN","NY",11201,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","111 LAWRENCE ST
BROOKLYN, NY 11201
(40.692681, -73.986239)",23085
"9023","KHIMS MILLENNIUM MKT IV","Kings","A",2018-05-31,"KHIMS MILLENNIUM MARKET IV INC","260 BUSHWICK AVE","BROOKLYN","NY",11206,"","","260 BUSHWICK AVE
BROOKLYN, NY 11206
(40.707164, -73.939754)",11060
"9024","KHOKON CONVENIENCE","Kings","A",2018-12-31,"KHOKON CONVENIENCE INC","445 7TH AVE","BROOKLYN","NY",11215,"","","445 7TH AVE
BROOKLYN, NY 11215
(40.663081, -73.984756)",10772
"9025","KIAN PETROLEUM","Kings","A",2018-10-19,"KIAN PETROLEUM LLC","1143 CLARKSON AVE","BROOKLYN","NY",11212,"","","1143 CLARKSON AVE
BROOKLYN, NY 11212
(40.660919, -73.92041)",10300
"9026","KIARA DELI GROCERY","Westchester","A",2019-01-08,"KIARA DELI GROCERY CORP","111 CORTLANDT STREET","TARRYTOWN","NY",10591,"","","111 CORTLANDT STREET
TARRYTOWN, NY 10591
(41.081359, -73.863787)",18063
"9027","KIARIS DELI & GROCERY","Queens","A",2018-09-07,"KIARIS DELI & GROCERY CORP","185-11 JAMAICA AVENUE","HOLLIS","NY",11423,"","","185-11 JAMAICA AVENUE
HOLLIS, NY 11423
(40.709841, -73.773616)",4705
